Time (s),Shear Stress (kPa),Vertical Effective Stress (kPa),Shear Strain (%),Vertical Strain (%)
64.689,7.7,133.4,0.898,-0.002
64.7886,5.6,132.9,0.803,0
64.8883,3.5,132.3,0.7,0.002
64.988,1.4,131.7,0.599,0.002
65.0877,-0.7,131.1,0.492,0.003
65.1873,-2.7,130.6,0.387,0.003
65.287,-4.8,130.2,0.269,0.009
65.3867,-6.8,129.7,0.153,0.005
65.4864,-8.9,129.5,0.029,0.006
65.586,-10.3,129.9,-0.136,0.006
65.6857,-12.8,129.5,-0.33,0.006
65.7854,-14.7,129.3,-0.469,0.006
65.8851,-16.6,129,-0.601,0.006
65.9847,-18.3,128.9,-0.731,0.008
66.0844,-20,128.9,-0.861,0.008
66.1841,-21.7,128.9,-0.986,0.008
66.2838,-23.1,129.3,-1.11,0.012
66.3834,-24.6,129.4,-1.229,0.008
66.4831,-25.9,129.7,-1.339,0.006
66.5828,-27.2,130,-1.443,0.008
66.6825,-28.4,129.8,-1.534,0.006
66.7821,-29.4,129.8,-1.605,0.006
66.8818,-30.4,129.7,-1.671,0.008
66.9815,-31.1,129.8,-1.729,0.006
67.0812,-31.8,129.9,-1.778,0.006
67.1808,-32.3,129.9,-1.818,0.008
67.2805,-32.7,129.9,-1.852,0.011
67.3802,-33,129.8,-1.878,0.006
67.4799,-33.1,129.9,-1.896,0.008
67.5795,-33.2,129.8,-1.908,0.008
67.6792,-33.1,130,-1.914,0.008
67.7789,-32.7,129.8,-1.913,0.008
67.8786,-32.5,130,-1.914,0.006
67.9782,-31.9,130.2,-1.911,0.006
68.0779,-31.1,130.2,-1.901,0.008
68.1776,-30.5,130.3,-1.888,0.006
68.2773,-29.6,130.6,-1.87,0.008
68.3769,-28.8,130.5,-1.846,0.008
68.4766,-27.8,130.8,-1.816,0.006
68.5763,-26.6,131.1,-1.777,0.008
68.676,-25.4,131.2,-1.737,0.006
68.7756,-24,131.4,-1.688,0.006
68.8753,-22.6,131.6,-1.635,0.008
68.975,-21,131.9,-1.573,0.008
69.0747,-19.5,132.1,-1.508,0.008
69.1743,-17.7,132.4,-1.437,0.006
69.274,-16,132.5,-1.361,0.006
69.3737,-14,132.6,-1.271,0.009
69.4734,-12.2,132.5,-1.174,0.008
69.573,-10.2,132.1,-1.064,0.008
69.6727,-8.3,131.7,-0.943,0.008
69.7724,-6.1,131.7,-0.809,0.009
69.8721,-4.1,132,-0.687,0.008
69.9717,-2.8,131.4,-0.517,0.009
70.0714,0.2,131.8,-0.315,0.008
70.1711,2.3,131.9,-0.182,0.008
70.2708,4.4,132.3,-0.052,0.008
70.3704,6.5,132.9,0.075,0.012
70.4701,8.5,133.4,0.196,0.009
70.5698,10.6,133.9,0.315,0.009
70.6694,12.5,134.5,0.433,0.008
70.7691,14.4,134.9,0.549,0.008
70.8688,16.2,135.4,0.665,0.006
70.9685,18,135.7,0.781,0.006
71.0681,19.7,136,0.89,0.005
71.1678,21.4,136.4,0.997,0.003
71.2675,22.9,136.7,1.093,0.003
71.3672,24.4,137,1.19,0.008
71.4669,25.7,137.2,1.275,0
71.5665,27,137.4,1.356,-0.003
71.6662,28.1,137.3,1.433,-0.002
71.7659,29.2,137.5,1.501,-0.002
71.8655,30.2,137.7,1.563,-0.002
71.9652,31,137.9,1.616,-0.003
72.0649,31.6,138.1,1.662,-0.003
72.1646,32.3,138.4,1.702,-0.005
72.2642,32.6,138.3,1.732,-0.003
72.3639,32.9,138.4,1.758,0
72.4636,33.1,138.4,1.777,-0.005
72.5633,33.1,138.4,1.79,-0.005
72.6629,33,138.4,1.795,-0.005
72.7626,32.7,138.3,1.797,-0.006
72.8623,32.6,138.3,1.797,-0.006
72.962,32,138.2,1.795,-0.005
73.0616,31.6,138,1.789,-0.006
73.1613,30.8,137.8,1.774,-0.006
73.261,29.9,137.6,1.755,-0.006
73.3607,29.1,137.3,1.734,0
73.4603,28.1,137.1,1.708,-0.006
73.56,26.9,136.7,1.674,-0.005
73.6597,25.7,136.3,1.635,-0.005
73.7594,24.3,135.9,1.586,-0.005
73.859,22.8,135.4,1.534,-0.006
73.9587,21.2,134.9,1.477,-0.005
74.0584,19.5,134.4,1.414,-0.003
74.1581,17.8,133.9,1.346,-0.003
74.2577,16.1,133.4,1.275,-0.002
74.3574,14.1,132.9,1.199,-0.002
74.4571,12.3,132.1,1.118,0
74.5568,10.3,131.6,1.029,0
74.6564,8.2,131.1,0.936,0
74.7561,6.2,130.5,0.842,0.003
74.8558,4.1,129.9,0.743,0.003
74.9555,2,129.4,0.641,0.005
75.0551,-0.1,128.7,0.535,0.006
75.1548,-2,128.3,0.431,0.006
75.2545,-4.2,127.8,0.317,0.008
75.3542,-6.3,127.4,0.2,0.008
75.4538,-8.2,127.2,0.078,0.009
75.5535,-9.7,127.7,-0.063,0.009
75.6532,-12.1,127.4,-0.277,0.009
75.7529,-14,127,-0.42,0.009
75.8525,-15.9,126.8,-0.555,0.009
75.9522,-17.6,126.7,-0.685,0.011
76.0519,-19.5,126.6,-0.82,0.011
76.1516,-21.1,126.7,-0.946,0.009
76.2512,-22.5,126.9,-1.075,0.009
76.3509,-24.1,127.2,-1.199,0.009
76.4506,-25.5,127.5,-1.313,0.014
76.5503,-26.7,127.7,-1.422,0.011
76.6499,-28.1,127.8,-1.517,0.011
76.7496,-29.1,127.6,-1.598,0.011
76.8493,-30.1,127.6,-1.668,0.011
76.949,-30.9,127.5,-1.725,0.009
77.0486,-31.6,127.4,-1.778,0.009
77.1483,-32.2,127.5,-1.824,0.011
77.248,-32.6,127.4,-1.858,0.009
77.3477,-32.9,127.6,-1.884,0.011
77.4473,-33,127.6,-1.907,0.015
77.547,-33.2,127.6,-1.923,0.011
77.6467,-33.2,127.5,-1.928,0.009
77.7464,-32.9,127.6,-1.933,0.009
77.846,-32.6,127.7,-1.933,0.008
77.9457,-32.1,127.7,-1.928,0.009
78.0454,-31.4,127.8,-1.92,0.009
78.1451,-30.8,127.9,-1.91,0.009
78.2447,-30,128,-1.893,0.011
78.3444,-29.1,128.1,-1.871,0.009
78.4441,-28,128.4,-1.842,0.017
78.5438,-27,128.4,-1.807,0.011
78.6434,-25.7,128.6,-1.766,0.011
78.7431,-24.5,128.8,-1.719,0.011
78.8428,-23.1,129,-1.667,0.011
78.9425,-21.6,129.2,-1.61,0.011
79.0421,-20,129.3,-1.544,0.011
79.1418,-18.2,129.5,-1.474,0.011
79.2415,-16.6,129.8,-1.399,0.011
79.3412,-14.7,130,-1.313,0.009
79.4408,-12.8,129.9,-1.22,0.012
79.5405,-10.9,129.6,-1.115,0.009
79.6402,-9,129.1,-0.995,0.009
79.7399,-6.8,128.8,-0.862,0.011
79.8395,-4.8,128.9,-0.732,0.011
79.9392,-3.2,128.8,-0.592,0.011
80.0389,-0.6,128.9,-0.372,0.011
80.1386,1.6,129.3,-0.234,0.011
80.2382,3.8,129.3,-0.101,0.009
80.3379,5.9,129.4,0.034,0.011
80.4376,7.8,129.9,0.154,0.011
80.5373,9.9,130.3,0.281,0.009
80.6369,11.8,130.8,0.401,0.006
80.7366,13.8,131.3,0.518,0.006
80.8363,15.6,131.6,0.635,0.005
80.936,17.4,132.2,0.751,0.003
81.0356,19.1,132.7,0.864,0.003
81.1353,20.9,133,0.972,0.002
81.235,22.4,133.5,1.075,0
81.3347,24,133.7,1.173,-0.002
81.4343,25.3,134,1.26,-0.002
81.534,26.5,134.1,1.342,-0.002
81.6337,27.8,134.5,1.42,-0.005
81.7334,28.9,134.5,1.492,-0.006
81.833,29.8,134.5,1.555,-0.006
81.9327,30.7,134.7,1.612,-0.006
82.0324,31.5,134.8,1.662,-0.006
82.1321,32,135,1.705,-0.008
82.2317,32.5,135.2,1.738,-0.008
82.3314,32.8,135.1,1.766,-0.006
82.4311,33.1,135.2,1.787,-0.009
82.5308,33.1,135.1,1.801,-0.003
82.6304,33.1,135.2,1.812,-0.008
82.7301,32.8,135,1.815,-0.009
82.8298,32.6,134.8,1.815,-0.008
82.9295,32.2,134.7,1.813,-0.008
83.0291,31.7,134.6,1.807,-0.008
83.1288,31,134.5,1.797,-0.008
83.2285,30.1,134.3,1.78,-0.008
83.3282,29.4,134,1.761,-0.008
83.4278,28.4,133.7,1.732,-0.008
83.5275,27.3,133.5,1.702,0
83.6272,26.1,133,1.665,-0.006
83.7269,24.8,132.6,1.621,-0.009
83.8265,23.3,132.2,1.57,-0.009
83.9262,21.7,131.8,1.514,-0.008
84.0259,20.1,131.2,1.451,-0.006
84.1255,18.4,130.9,1.385,-0.006
84.2252,16.5,130.2,1.316,-0.006
84.3249,14.8,129.7,1.242,-0.003
84.4246,12.9,129.2,1.162,-0.002
84.5243,10.9,128.6,1.072,0.005
84.6239,8.9,128.1,0.982,-0.002
84.7236,6.9,127.4,0.888,-0.002
84.8233,4.9,126.8,0.79,0
84.923,2.8,126.3,0.69,0.002
85.0226,0.7,125.7,0.583,0.002
85.1223,-1.5,125.3,0.476,0.005
85.222,-3.5,124.9,0.364,0.005
85.3216,-5.5,124.5,0.243,0.005
85.4213,-7.6,124.5,0.122,0.006
85.521,-9.3,124.4,-0.006,0.008
85.6207,-11.3,124.4,-0.213,0.006
85.7204,-13.4,124,-0.372,0.006
85.82,-15.3,123.9,-0.508,0.005
85.9197,-17.2,123.8,-0.642,0.006
86.0194,-18.8,123.9,-0.775,0.006
86.119,-20.5,123.8,-0.905,0.008
86.2187,-22.1,124,-1.037,0.006
86.3184,-23.6,124.3,-1.167,0.006
86.4181,-25,124.5,-1.287,0.008
86.5177,-26.4,124.8,-1.402,0.008
86.6174,-27.7,124.6,-1.5,0.008
86.7171,-28.7,124.7,-1.579,0.008
86.8168,-29.8,124.5,-1.656,0.008
86.9164,-30.5,124.6,-1.717,0.008
87.0161,-31.3,124.5,-1.774,0.009
87.1158,-32,124.5,-1.821,0.008
87.2155,-32.5,124.5,-1.859,0.006
87.3151,-32.9,124.5,-1.891,0.008
87.4148,-33,124.5,-1.913,0.008
87.5145,-33.1,124.5,-1.93,0.006
87.6142,-33.2,124.5,-1.942,0.011
87.7138,-32.9,124.6,-1.945,0.006
87.8135,-32.7,124.6,-1.942,0.008
87.9132,-32.3,124.7,-1.942,0.008
88.0129,-31.7,124.8,-1.937,0.008
88.1125,-31.1,124.9,-1.927,0.006
88.2122,-30.2,125.1,-1.91,0.008
88.3119,-29.4,125.2,-1.891,0.006
88.4116,-28.5,125.3,-1.864,0.008
88.5112,-27.3,125.6,-1.83,0.009
88.6109,-26.2,125.8,-1.792,0.012
88.7106,-24.9,126,-1.746,0.008
88.8103,-23.6,126.2,-1.696,0.008
88.9099,-22.1,126.5,-1.639,0.008
89.0096,-20.6,126.7,-1.578,0.008
89.1093,-18.9,126.8,-1.509,0.008
89.209,-17.1,127.1,-1.434,0.006
89.3086,-15.3,127.3,-1.352,0.008
89.4083,-13.4,127.5,-1.261,0.009
89.508,-11.6,127.4,-1.164,0.008
89.6077,-9.6,127,-1.046,0.014
89.7073,-7.6,126.3,-0.917,0.009
89.807,-5.3,126.4,-0.778,0.009
89.9067,-3.6,126.5,-0.65,0.008
90.0064,-1.6,126.3,-0.443,0.008
90.106,0.9,126.7,-0.28,0.009
90.2057,3,126.9,-0.145,0.009
90.3054,5.1,127.1,-0.017,0.008
90.4051,7.1,127.2,0.113,0.008
90.5047,9.1,127.6,0.237,0.008
90.6044,11.2,128.3,0.362,0.011
90.7041,13.2,128.6,0.488,0.006
90.8038,15,129.2,0.605,0.005
90.9034,16.8,129.7,0.722,0.003
91.0031,18.6,130.1,0.833,0.003
91.1028,20.4,130.6,0.946,0.002
91.2025,21.8,130.9,1.049,0
91.3021,23.4,131.2,1.148,0
91.4018,24.9,131.6,1.243,-0.002
91.5015,26.2,131.9,1.329,-0.005
91.6012,27.4,132.1,1.407,0
91.7008,28.6,132.3,1.482,-0.003
91.8005,29.5,132.4,1.546,-0.005
91.9002,30.4,132.5,1.605,-0.006
91.9999,31.2,132.7,1.656,-0.005
92.0995,31.8,132.8,1.702,-0.005
92.1992,32.4,132.7,1.74,-0.006
92.2989,32.8,132.9,1.771,-0.006
92.3986,32.9,132.9,1.792,-0.006
92.4982,33.1,132.9,1.81,-0.006
92.5979,33.1,132.8,1.82,-0.006
92.6976,32.9,132.8,1.826,-0.005
92.7973,32.8,132.6,1.827,-0.006
92.8969,32.4,132.6,1.826,-0.006
92.9966,31.9,132.5,1.823,-0.006
93.0963,31.3,132.4,1.812,-0.005
93.196,30.4,132.2,1.797,-0.006
93.2956,29.6,131.9,1.78,-0.006
93.3953,28.7,131.7,1.755,-0.006
93.495,27.7,131.4,1.723,-0.006
93.5947,26.4,131,1.69,-0.006
93.6943,25.1,130.5,1.648,-0.003
93.794,23.8,130.2,1.599,-0.006
93.8937,22.3,129.7,1.544,-0.006
93.9934,20.6,129.3,1.483,-0.005
94.093,19,128.7,1.417,-0.005
94.1927,17.3,128.2,1.353,-0.005
94.2924,15.4,127.6,1.275,-0.003
94.3921,13.5,127.1,1.197,-0.003
94.4917,11.6,126.5,1.112,-0.002
94.5914,9.5,126,1.023,0
94.6911,7.6,125.4,0.928,0.006
94.7908,5.5,124.7,0.832,0.003
94.8904,3.5,124.2,0.728,0.003
94.9901,1.4,123.6,0.627,0.003
95.0898,-0.7,123.2,0.52,0.005
95.1895,-2.7,122.9,0.408,0.005
95.2891,-4.9,122.5,0.289,0.008
95.3888,-6.9,122.2,0.17,0.006
95.4885,-8.9,122.1,0.044,0.008
95.5882,-10.4,122.5,-0.135,0.009
95.6878,-12.8,122,-0.32,0.015
95.7875,-14.6,122,-0.465,0.009
95.8872,-16.6,121.8,-0.602,0.009
95.9869,-18.4,121.8,-0.734,0.008
96.0865,-20,121.5,-0.867,0.008
96.1862,-21.5,121.9,-1,0.009
96.2859,-23.2,122.1,-1.133,0.009
96.3856,-24.6,122.4,-1.258,0.008
96.4852,-25.9,122.6,-1.376,0.009
96.5849,-27.3,122.6,-1.48,0.008
96.6846,-28.4,122.7,-1.566,0.014
96.7843,-29.5,122.4,-1.644,0.009
96.8839,-30.3,122.4,-1.708,0.009
96.9836,-31.2,122.3,-1.768,0.008
97.0833,-31.8,122.4,-1.815,0.009
97.183,-32.4,122.2,-1.858,0.009
97.2826,-32.7,122.2,-1.891,0.008
97.3823,-33,122.4,-1.919,0.008
97.482,-33.2,122.3,-1.936,0.008
97.5816,-33.2,122.3,-1.948,0.008
97.6813,-32.9,122.5,-1.953,0.011
97.781,-32.8,122.5,-1.956,0.008
97.8807,-32.3,122.4,-1.953,0.009
97.9804,-31.9,122.6,-1.949,0.009
98.08,-31.2,122.5,-1.942,0.009
98.1797,-30.5,122.8,-1.927,0.008
98.2794,-29.7,122.8,-1.908,0.009
98.3791,-28.7,123,-1.884,0.008
98.4787,-27.7,123.1,-1.852,0.008
98.5784,-26.6,123.3,-1.815,0.008
98.6781,-25.3,123.5,-1.774,0.008
98.7777,-24.1,123.6,-1.723,0.011
98.8774,-22.6,123.6,-1.668,0.009
98.9771,-21,124,-1.607,0.008
99.0768,-19.4,124,-1.543,0.008
99.1765,-17.6,124.3,-1.468,0.008
99.2761,-15.9,124.4,-1.387,0.006
99.3758,-14,124.5,-1.301,0.008
99.4755,-12.2,124.5,-1.205,0.006
99.5751,-10.3,124.3,-1.095,0.008
99.6748,-8.3,123.8,-0.971,0.006
99.7745,-6.2,123.4,-0.835,0.011
99.8742,-4.1,123.5,-0.697,0.008
99.9738,-2.7,123.1,-0.528,0.006
100.074,0.2,123.6,-0.327,0.006
100.173,2.4,124,-0.191,0.008
100.273,4.4,124.2,-0.061,0.006
100.373,6.5,124.5,0.073,0.008
100.472,8.5,124.6,0.2,0.006
100.572,10.6,124.7,0.329,0.006
100.672,12.4,125.2,0.456,0.005
100.771,14.5,126,0.578,0.009
100.871,16.2,126.3,0.694,0.005
100.971,18,126.9,0.812,0.002
101.07,19.7,127.4,0.924,0
101.17,21.4,127.8,1.031,-0.002
101.27,23,128.2,1.13,-0.002
101.369,24.5,128.6,1.228,-0.003
101.469,25.6,128.8,1.31,-0.005
101.569,27,129.2,1.396,-0.006
101.668,28.2,129.4,1.471,-0.006
101.768,29.2,129.7,1.538,-0.005
101.868,30.1,129.8,1.598,-0.008
101.967,30.9,129.9,1.653,-0.009
102.067,31.6,130.1,1.699,-0.011
102.167,32.1,130.2,1.74,-0.011
102.266,32.6,130.4,1.774,-0.012
102.366,32.9,130.3,1.8,-0.012
102.466,33.1,130.3,1.82,-0.011
102.565,33.1,130.3,1.83,-0.011
102.665,33.1,130.3,1.838,-0.012
102.765,32.8,130.2,1.839,-0.009
102.864,32.5,130.2,1.838,-0.012
102.964,32.1,130,1.836,-0.011
103.064,31.4,129.8,1.829,-0.012
103.163,30.7,129.6,1.816,-0.012
103.263,29.9,129.5,1.798,-0.012
103.363,29,129.3,1.774,-0.011
103.462,28,128.9,1.748,-0.012
103.562,26.9,128.6,1.716,-0.012
103.662,25.7,128.2,1.673,-0.012
103.761,24.2,127.8,1.625,-0.009
103.861,22.7,127.4,1.573,-0.011
103.961,21.2,126.9,1.515,-0.009
104.061,19.5,126.5,1.453,-0.011
104.16,17.7,126,1.387,-0.009
104.26,16.1,125.5,1.313,-0.009
104.36,14.1,125,1.237,-0.008
104.459,12.2,124.4,1.151,-0.008
104.559,10.2,123.9,1.061,-0.005
104.659,8.2,123.4,0.971,-0.005
104.758,6.2,122.8,0.875,-0.003
104.858,4.1,122.2,0.771,-0.002
104.958,2.1,121.8,0.668,-0.002
105.057,-0.1,121.4,0.561,0
105.157,-2.2,120.9,0.45,0
105.257,-4.3,120.6,0.335,0
105.356,-6.3,120.4,0.217,0.002
105.456,-8.3,120.3,0.092,0.002
105.556,-9.7,121,-0.057,0.002
105.655,-12.1,120.4,-0.268,0.002
105.755,-14.1,120.4,-0.414,0.003
105.855,-16,120.3,-0.553,0.005
105.954,-17.8,120.1,-0.691,0.003
106.054,-19.4,120.1,-0.827,0.003
106.154,-21,120.2,-0.96,0.002
106.253,-22.6,120.4,-1.095,0.002
106.353,-24,120.8,-1.226,0.002
106.453,-25.5,121,-1.349,0.003
106.552,-26.9,121,-1.456,0
106.652,-28.2,120.8,-1.546,0.002
106.752,-29.2,120.7,-1.628,0.002
106.851,-30.1,120.8,-1.694,0.008
106.951,-30.9,120.6,-1.757,0.002
107.051,-31.6,120.6,-1.807,0.002
107.15,-32.2,120.6,-1.853,0.002
107.25,-32.6,120.6,-1.888,0.002
107.35,-33,120.6,-1.916,0.003
107.449,-33.1,120.6,-1.937,0
107.549,-33.2,120.6,-1.951,0.003
107.649,-33,120.8,-1.957,0.002
107.748,-32.8,120.8,-1.962,0.003
107.848,-32.5,120.9,-1.96,0.008
107.948,-32.1,120.9,-1.957,0.003
108.048,-31.5,121,-1.954,0.003
108.147,-30.8,121,-1.94,0.003
108.247,-30,121.2,-1.92,0.003
108.347,-29.1,121.4,-1.899,0.002
108.446,-28.1,121.6,-1.87,0.003
108.546,-27,121.7,-1.833,0.003
108.646,-25.8,122,-1.795,0.003
108.745,-24.4,122.2,-1.746,0.002
108.845,-23.1,122.5,-1.694,0.006
108.945,-21.7,122.6,-1.636,0.002
109.044,-19.9,122.8,-1.569,0.003
109.144,-18.4,123.1,-1.498,0.002
109.244,-16.6,123.4,-1.42,0.003
109.343,-14.7,123.6,-1.336,0.003
109.443,-12.8,123.7,-1.242,0.005
109.543,-10.8,123.5,-1.138,0.003
109.642,-8.9,123.1,-1.021,0.002
109.742,-6.8,122.5,-0.885,0.005
109.842,-4.8,122.4,-0.746,0.005
109.941,-3,122.4,-0.604,0.005
110.041,-0.7,122.3,-0.379,0.003
110.141,1.7,122.9,-0.235,0.003
110.24,3.7,123.2,-0.104,0.002
110.34,5.8,123.5,0.028,0.003
110.44,7.9,123.8,0.156,0.003
110.539,9.8,124,0.287,0.003
110.639,11.8,124.1,0.416,0.003
110.739,13.8,124.7,0.541,0.003
110.838,15.6,125.2,0.662,0.003
110.938,17.5,125.7,0.781,0.003
111.038,19.1,126.2,0.891,0.002
111.137,20.8,126.6,1.003,-0.002
111.237,22.4,126.9,1.105,-0.002
111.337,23.9,127.3,1.205,-0.003
111.436,25.3,127.7,1.297,-0.005
111.536,26.6,128.1,1.381,-0.005
111.636,27.7,128.3,1.456,-0.006
111.735,29,128.6,1.526,-0.006
111.835,29.8,128.8,1.589,-0.008
111.935,30.7,129,1.645,-0.005
112.035,31.4,129.2,1.693,-0.009
112.134,31.9,129.3,1.735,-0.009
112.234,32.5,129.4,1.771,-0.011
112.334,32.9,129.4,1.8,-0.011
112.433,33.1,129.4,1.82,-0.011
112.533,33,129.4,1.832,-0.009
112.633,33.1,129.3,1.842,-0.009
112.732,32.8,129.2,1.846,-0.009
112.832,32.6,129.2,1.846,-0.011
112.932,32.2,129.1,1.844,-0.008
113.031,31.7,128.8,1.839,-0.009
113.131,31,128.7,1.827,-0.011
113.231,30.1,128.5,1.81,-0.011
113.33,29.3,128.3,1.79,-0.011
113.43,28.3,128,1.764,-0.012
113.53,27.2,127.6,1.734,-0.012
113.629,26,127.4,1.694,-0.011
113.729,24.7,126.8,1.65,-0.011
113.829,23.2,126.5,1.598,-0.011
113.928,21.7,126,1.541,-0.005
114.028,20.1,125.6,1.482,-0.009
114.128,18.4,125,1.414,-0.009
114.227,16.6,124.4,1.341,-0.006
114.327,14.8,124,1.268,-0.006
114.427,12.9,123.6,1.187,-0.006
114.526,10.9,123,1.099,-0.005
114.626,9,122.5,1.005,-0.003
114.726,6.9,122,0.91,-0.003
114.825,4.7,121.6,0.81,-0.002
114.925,2.7,121.2,0.708,0
115.025,0.6,120.7,0.599,-0.002
115.124,-1.5,120.3,0.492,0.002
115.224,-3.6,120,0.376,0
115.324,-5.6,119.6,0.258,0.002
115.423,-7.7,119.3,0.135,0.002
115.523,-9.2,119.4,0.009,0.002
115.623,-11.4,119.6,-0.209,0.002
115.722,-13.5,119.7,-0.367,0.003
115.822,-15.4,119.5,-0.506,0.003
115.922,-17.2,119.3,-0.647,0.005
116.021,-18.9,119.2,-0.781,0.003
116.121,-20.6,119.4,-0.92,0.003
116.221,-22.1,119.6,-1.057,0.003
116.321,-23.7,119.8,-1.191,0.003
116.42,-25,120.1,-1.316,0.003
116.52,-26.4,120.1,-1.431,0.003
116.62,-27.7,119.9,-1.527,0.002
116.719,-28.8,119.8,-1.607,0.003
116.819,-29.8,119.9,-1.68,0.003
116.919,-30.6,119.8,-1.743,0.003
117.018,-31.3,119.7,-1.797,0.006
117.118,-32,119.7,-1.842,0.005
117.218,-32.4,119.7,-1.882,0.003
117.317,-32.9,119.8,-1.911,0.003
117.417,-33.1,119.8,-1.937,0.003
117.517,-33.2,119.8,-1.951,0.003
117.616,-33.1,119.8,-1.96,0.002
117.716,-33,119.9,-1.965,0
117.816,-32.6,120,-1.965,0.002
117.915,-32.3,120.1,-1.965,0.002
118.015,-31.7,120.1,-1.957,0.006
118.115,-31.1,120.2,-1.946,0.003
118.214,-30.2,120.3,-1.93,0.003
118.314,-29.4,120.4,-1.911,0.002
118.414,-28.4,120.7,-1.882,0.002
118.513,-27.3,120.8,-1.852,0.003
118.613,-26.1,121.1,-1.813,0.002
118.713,-24.9,121.1,-1.768,0.002
118.812,-23.5,121.5,-1.714,0.002
118.912,-22,121.6,-1.659,0.002
119.012,-20.5,122,-1.596,0.009
119.111,-18.8,122.1,-1.527,0.003
119.211,-17,122.4,-1.451,0.003
119.311,-15.3,122.6,-1.37,0.002
119.41,-13.4,122.8,-1.274,0.003
119.51,-11.4,122.8,-1.179,0.003
119.61,-9.5,122.5,-1.069,0.005
119.709,-7.5,122,-0.937,0.005
119.809,-5.6,121.5,-0.798,0.003
119.909,-3.5,121.6,-0.657,0.003
120.008,-1.6,121.2,-0.457,0.008
120.108,0.9,121.8,-0.284,0.005
120.208,3,122.2,-0.15,0.003
120.308,5,122.6,-0.017,0.003
120.407,7.2,123,0.115,0.005
120.507,9.2,123.3,0.242,0.005
120.607,11.1,123.4,0.375,0.005
120.706,13.1,123.5,0.503,0.005
120.806,14.9,124.1,0.625,0.003
120.906,16.8,124.5,0.746,0.005
121.005,18.5,125.1,0.856,0.003
121.105,20.3,125.6,0.969,0
121.205,21.9,126,1.078,-0.002
121.304,23.4,126.3,1.18,0
121.404,25,126.7,1.277,-0.002
121.504,26.2,126.9,1.359,-0.003
121.603,27.4,127.1,1.437,-0.005
121.703,28.6,127.5,1.514,-0.005
121.803,29.5,127.7,1.576,-0.006
121.902,30.4,127.8,1.636,-0.008
122.002,31.2,128,1.685,-0.008
122.102,31.8,128,1.731,-0.006
122.201,32.4,128.2,1.768,-0.009
122.301,32.7,128.2,1.798,-0.009
122.401,33.1,128.2,1.82,-0.009
122.5,33.1,128.2,1.838,-0.009
122.6,33,128.2,1.846,-0.009
122.7,32.9,128.2,1.85,-0.009
122.799,32.7,128,1.852,-0.009
122.899,32.4,128,1.85,-0.009
122.999,31.9,127.8,1.849,-0.009
123.098,31.2,127.7,1.836,-0.008
123.198,30.6,127.5,1.823,-0.009
123.298,29.7,127.2,1.801,-0.011
123.397,28.7,127,1.78,-0.009
123.497,27.6,126.7,1.749,-0.011
123.597,26.5,126.4,1.716,-0.011
123.696,25.1,125.9,1.67,-0.011
123.796,23.9,125.6,1.621,-0.009
123.896,22.2,125,1.567,-0.009
123.995,20.6,124.4,1.505,-0.008
124.095,19,124.1,1.443,-0.002
124.195,17.2,123.6,1.376,-0.008
124.295,15.3,123,1.297,-0.006
124.394,13.5,122.7,1.217,-0.005
124.494,11.6,122.4,1.131,-0.005
124.594,9.5,121.9,1.04,-0.002
124.693,7.6,121.4,0.945,-0.003
124.793,5.5,121.1,0.849,-0.002
124.893,3.4,120.7,0.745,-0.002
124.992,1.3,120.3,0.641,0
125.092,-0.8,120,0.526,0.006
125.192,-2.8,119.6,0.416,0.002
125.291,-4.9,119.3,0.3,0.002
125.391,-6.9,119,0.182,0.002
125.491,-8.9,119,0.055,0.002
125.59,-10.4,119.5,-0.135,0.002
125.69,-12.8,119.1,-0.317,0.003
125.79,-14.6,119,-0.459,0.003
125.889,-16.6,118.9,-0.601,0.003
125.989,-18.3,118.8,-0.74,0.003
126.089,-20,118.8,-0.878,0.008
126.188,-21.6,119,-1.018,0.005
126.288,-23.1,119.2,-1.153,0.005
126.388,-24.6,119.5,-1.286,0.005
126.487,-26.1,119.6,-1.407,0.003
126.587,-27.3,119.3,-1.501,0.005
126.687,-28.5,119.2,-1.587,0.003
126.786,-29.6,119.2,-1.662,0.003
126.886,-30.3,119.2,-1.723,0.005
126.986,-31.1,119.1,-1.784,0.005
127.085,-31.8,119.1,-1.835,0.006
127.185,-32.3,119.1,-1.875,0.006
127.285,-32.8,119.1,-1.908,0.005
127.384,-33,119.1,-1.933,0.003
127.484,-33.1,119.1,-1.953,0.003
127.584,-33.2,119.2,-1.962,0.003
127.683,-32.9,119.2,-1.968,0.005
127.783,-32.8,119.3,-1.971,0.003
127.883,-32.4,119.3,-1.968,0.005
127.982,-31.9,119.4,-1.965,0.005
128.082,-31.3,119.5,-1.954,0.005
128.182,-30.5,119.7,-1.94,0.005
128.281,-29.6,119.8,-1.92,0.005
128.381,-28.8,119.9,-1.899,0.005
128.481,-27.6,120.2,-1.865,0.005
128.581,-26.6,120.3,-1.827,0.005
128.68,-25.4,120.5,-1.786,0.005
128.78,-24,120.7,-1.735,0.005
128.88,-22.6,121,-1.68,0.005
128.979,-21.1,121.1,-1.621,0.003
129.079,-19.3,121.4,-1.552,0.005
129.179,-17.7,121.7,-1.48,0.008
129.278,-15.9,121.9,-1.398,0.005
129.378,-14,122,-1.312,0.005
129.478,-12.1,122.2,-1.216,0.005
129.577,-10.3,121.9,-1.11,0.005
129.677,-8.3,121.5,-0.986,0.003
